Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
RT USER USER hahhaa USER loe dikatain buihh tapi emang pantes sihh,1,0,1,0,0,0,0,0,1,1,0,0
Ngeue???\nEklwkwowkwkwkk \nEue eue',0,1,0,0,0,0,0,0,0,0,0,0
USER Sumpah gak nyambung samsek. Asaan di PE 1 udah pernah. Ini guenya yang bego apa gimana.',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER tolong di retweet ini, karena yg selain Islam Nusantara adalah radikal. Inginnya sih Indonesia ini hanya ada Islam Nusantara dan agama lain, hindu budha kristen ahmadiyah dll'",0,0,0,0,0,0,0,0,0,0,0,0
Aamiin ya rabb.. Tolong USER Indonesia ya Alah dgn yg lebiiihhhh baik..,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Eh kunyuk itu yg ngembat dana umroh lu diem aja apa ikut kebagian ya',1,1,1,0,0,0,0,0,1,1,0,0
Tidak suka melihat Prabowo lantas menyerang &amp; mendiskreditkan bapak kandungnya.,1,0,1,0,0,0,0,0,1,1,0,0
RT USER ogah prabowo+pak gatot baru ok,1,0,1,0,0,0,0,0,1,1,0,0
USER dosa fitnah umpama membunuh. tak taulah USER sedar ke tidak. Yang cina bk\xc3\xb1 Islam fitnah tu lantaklah dia..ni yg konon Islam ni..apa cerita? USER USER',1,0,0,1,1,1,0,0,0,0,1,0
USER Aku pengen jilat memek',0,1,0,0,0,0,0,0,0,0,0,0
"Hallo USER sedikit masukan saja"" di Inggris barisan petugas keamanan seperti ini sangat efektif mencegah dr kemungkinan terjadi gesekan antar suporter. Petugas keamanan selalu fokus pandangan ke arah suporter"" yg bikin rusuh langsung CIDUK aja pak.",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Kain kafan yg biasa dipake muslim utk bungkus mayat adlh tradisi/adat//budaya Yahudi.\n\nYohanes 19:40 \nMereka mengambil mayat Yesus,mengapaninya dengan kain lenan dan membubuhinya dengan rempah-rempah menurut",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER buat lo gak usah bahas ekonomi yg morat marit deh, gwe mau tahu lo tuh siapa pake akun tulisan nama kek gitu? lo antek aseng bukan? gegara aseng kek congor lo negara gwe jd hina kek gini, nega",1,1,1,0,0,0,0,0,1,1,0,0
Anies Sandi bentar lagi kebukti menang karena saracen,1,0,1,0,0,0,0,0,1,1,0,0
RT USER Satu persatu antek orba muncul kepermukaan. Pedih memang gk bisa lagi korupsi berjemaah spt jaman suharto dan sby.,1,0,0,1,0,0,0,0,1,0,1,0
"Pengalamannya di Birokrat, Membuat Masyarakat Yakin Memilih Syamsuar Sebagai Gubernur Riau",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Sekalipun calon presidennya JKW dipasangan Pak SBY ga akan gw pilih. JKW udah tamat puncaknya 2019 nanti!,1,0,1,0,0,0,0,0,1,1,0,0
"Kelompok mana yg berhasil mengkapitalisasi Gatot, gua duga mrk-lah yg ketiban momenum. Entah bowo, kelompok cikeas atau jokowi.",1,0,1,0,0,0,0,0,1,1,0,0
USER Emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe',1,1,1,0,0,0,0,0,1,1,0,0
Padahal bentar lagi ketemu kika tapi tetep ngobrol di semua platform sinting banget',0,1,0,0,0,0,0,0,0,0,0,0
USER \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,1,0,1,0,0,0,0,0,1,1,0,0
USER terimakasih Ustadz sudah bersuara tentang Radikal radikal ini. Entah apa yang ada dalam pikiran rejim. Mesjid radikal...kampus radikal....dosen radikal....padahal tempat tersebut pijakan peradaban. Memangnya mau menghancurkan Indonesia ?,0,0,0,0,0,0,0,0,0,0,0,0
"Bergelar Profesor Doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip Quran, sangat disayangkan",1,1,0,1,1,0,0,0,0,0,1,0
USER Tetap jokowi pak DPR',0,0,0,0,0,0,0,0,0,0,0,0
"Prabowo Subianto ""calon presiden Abadi"" Gagal maju URL",1,0,1,0,0,0,0,0,1,1,0,0
Coba itu yg suka ngatain kpop banci tapi heboh kalo ngomongin drakor mana ? Maap maap aja ya nih mas mba Drakor yg lo pada sering tonton itu beberapa ada yg jadi idol loh',0,1,0,0,0,0,0,0,0,0,0,0
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,0,0,0,0,0,0,0,0,0,0,0,0
Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0
Astagfirullah mata gw ternodai \nTerkutuk kau yg ngert bokep \xf0\x9f\x98\xad[]',1,1,1,0,0,0,0,0,1,1,0,0
"Sejahat manapun dia jangan di hina kisah silam hidup dia. Jika dia seorang pendosa, kamu juga seorang pendosa. Kerana selagi kamu bernama manusia, TIDAK akan terlepas daripada melakukan Kesilapan dan Dosa . \n\n #AkuSeorangPendosa \n#liku2kehidupan'",0,0,0,0,0,0,0,0,0,0,0,0
"Pada tahun 2045, Indonesia diprediksikan mjd negara ekonomi terbesar no 4 di dunia. Tentunya era tsb milik generasi muda.; Utk itu, diperlukan kesiapan &amp; bekal kompetensi yg kuat agar generasi muda siap memasuki era ekonomi digital revolusi industri ge",0,0,0,0,0,0,0,0,0,0,0,0
Inget temen gue ke TMII dulu. Terus banyak yang teriak teriak. Kira dia ada penculikan pas di deketin. Banyak cowok ganteng tapi sipit sipit. \n\nDan itu adalah\n2PM wkwkwkwkkw',0,0,0,0,0,0,0,0,0,0,0,0
Kebanyakan fitnah nih mpok silvy DebatFinalPilkadaJKT Gue2,1,0,1,0,0,0,0,0,1,1,0,0
USER Memang dasar kampang \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
"RT USER: USER ""HMM GA JADI""\n\nAH GUE NGAKAK KAMPRET :('",0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER naik delman atau onta',0,0,0,0,0,0,0,0,0,0,0,0
kenapa byk orang **** buta IT smh \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER USER USER USER USER USER Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0
"USER wkwk mampus lo jung, ruby'",1,1,1,0,0,0,0,0,1,1,0,0
USER ya allah sejak kapan lu jadi babi dek??!!!! \n\ngpp ini maljum..giliran gue jaga lilin',0,1,0,0,0,0,0,0,0,0,0,0
"Harus dijelaskan, mengaji dan solat juga budaya Arab Saudi setelah Muhammad menguasai jajirah Arab",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER klu KPK di bubarkan.. Kita sebagai rakyat wajib/kudu bubarkan wakil rakyat/DPR,1,0,0,1,0,0,0,0,1,0,0,1
Alumni 212 PKS dan tim sukses anies Sandi rame-rame buang body tak mengenal asma Dewi,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER Bak sampah jerman sdh anis diresmikan, blm? Wc keliling gunting pitanya ya, nis.'",1,0,1,0,0,0,0,0,1,1,0,0
"USER Jele lo, udik.'",1,1,1,0,0,0,0,0,1,1,0,0
RT USER yg banyak bicara itu USER trus yg bakar sekolah gimana?? URL,1,0,1,0,0,0,0,0,1,1,0,0
"*lagi jalan2 ke ptc*\n\nAyah : ada pameran. Ayo\nAq : ayo. Pameran apa?\nAyah : pameran budha-budha gt.\nAq : (dalam hati) hmmm kalo ayah mah masih cocok2 aja kesana, mukanya masih ada chinese2nya -_-'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Setiap memek cewek itu beda.\nmemek USER beda juga.bulu nya juga gak begitu.gak ada yang tau gimana.yg tau cuman paca\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"Dan sekarang kembali ditahan paksa dengan tuduhan kasus berbeda, mengerikan rezim jokowi URL",1,0,1,0,0,0,0,0,1,1,0,0
RT USER USER iya pak gapunya tpi akun hutang negara kita sjak loe yg mimpin udh ngalah2in gunung sahari,1,0,1,0,0,0,0,0,1,1,0,0
"Mungkin TGB bermaksud baik dgn dukung Jokowi, tp jgn lupa kasus fiktiF TGB dimaki2 di bandara Singapura oleh WNI Tionghoa (tokoh fiktif).'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: CSIS pembohong jangan harp menang 2019 cuih URL,1,0,1,0,0,0,0,0,1,1,0,0
USER Ngentod yuk saynk',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER Eh toilet fifis onta melipir lagi. Ini di indonesia lho, gerombolan lu mabok budaya arab jd nya kayak gitu \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0
Mulut mu bauk tai.anti korupsi tapi ingin bubarkan KPK.ente dari PKS.Dan PKS itu sahabat KOMUNIS. URL,1,1,1,0,0,1,0,0,0,1,0,0
pemerintahan Gus Ipul dan Puti ke depan akan memperkuat program Nawacita Presiden Jokowi di Jawa Timur. #RakyatB3rsamaJKW,0,0,0,0,0,0,0,0,0,0,0,0
"USER ini bhya bisa2 perkataan ade armando mempengaruhi muslim yg msih awam bisa tercuci otaknya, kata ustadz syaitu mrip dgn yg namanya JIL, perang pemikiran lbih berbahaya dibandingkan dgn perang fisik klau kalah perang fisik kta bsa syahid kalo klh p",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Tolol jijik',1,1,1,0,0,0,0,0,1,1,0,0
"Memang ,,,nafsu seks tu,membutakan segalanya,termasuk ketika lg sange,,,titit bau kencurpun rasa keju,,,,,\n\n#yg merasa aj ya'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Iya kan dia minta klarifikasi, kalo masih di deny, hantam aja dsr terkutuk'",1,1,1,0,0,0,0,0,1,1,0,0
Eropa punya Slavia Brothers\nOrtodox Power\nMelayu punya Malay Brothers\nIslam Power\nEropa : Fundamentalis kristen ortodoks garis keras\nMelayu : Fundamentalis Islam Garis Keras',0,0,0,0,0,0,0,0,0,0,0,0
"udh mau masuk kerja malah mencret"" begini. capenya kan kemaren\xf0\x9f\x98\xa2'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Pki bangkit??',0,0,0,0,0,0,0,0,0,0,0,0
"ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi URL",1,1,0,1,1,0,0,0,0,0,1,0
"USER USER USER Pintar tapi itu tugas utama pemerintah, coba blajar lagi tugas utama dpr'",0,0,0,0,0,0,0,0,0,0,0,0
Dan jangan munafik kita butuh visual yg wow untuk menarik yg non-fans. Maka dari itu we need Yireon Sakura Wonyoung Yoonjin lagipula mereka gak cuma jual tampang doang Terbukti mereka sukses jadi center dan suaranya juga oke',0,0,0,0,0,0,0,0,0,0,0,0
USER Yang bener lo lee? Teorinya USER kalo netflix season 2 kacrut makin terbukti nih\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
"Dalam kesempatan tersebut, Presiden juga mengucapkan selamat kepada guru-guru yang hadir karena mereka telah bersertifikasi. Tercatat ada 500 guru yang hadir pada acara ini.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Anda yakin budha idn agama impor? dari mana? Candi tdk identik dgn negara budha mana pun. Dann berada di tengah pulau. Sdgkan yg lain mempunyai kampung tua ditepi laut...\nKearifan lokal yg,0,0,0,0,0,0,0,0,0,0,0,0
USER oiii pada niat ga sih nanganin keluhan pelanggan ? udah 4 hari keluhan ga ditanggepin. Bangke abis',1,1,0,1,0,0,0,0,1,0,1,0
"Niat mau elegan dgn puisi, malah menampilkan kenorakan &amp; kedunguan. Semua jg bangga dgn budaya Indonesia, apa2an menyerang agama? Kampungan! URL",1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER Celengnya tereak2 cebong tolol. Padahal celeng lbh dungu, nih buktinya. \n\n2019 kita ganti presiden yuk\nSetuju bang, tp siapa gantinya? \nTolol masih nanya, kita cari dulu koplak. \nO gitu ya bang. \n\nNah, klo kt roc",1,1,0,1,0,0,0,0,1,0,1,0
Indonesia dalam cerita; ada anggota DPR yang nunggak bayar listrik.; ada Anggota DPR yg jualan kaos.; Ada anggota DPR yg ingin ganti presiden dg kaos.; ; yg lebih parah lagi Rakyat yg Goblog ingin ganti presidenya dg tagar doang.; sangat lucu dan pantas di,1,1,0,1,0,0,0,0,1,0,1,0
Pemerintah Diminta Cabut Perpes Tenaga Kerja Asing,0,0,0,0,0,0,0,0,0,0,0,0
"USER Dlu jaman aku kuliah, ada menu dr ampas tahu, ga enak. Di magelang dimasak apa mz?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER dasar tolol.',1,1,1,0,0,0,0,0,1,1,0,0
#TGBuntukINDONESIA2019; #TGB TERUS PROMOSIKAN PARIWISATA HALAL YG MENDUNIA.; Cover TGB Tuang Guru Bajang #2019gantipresiden,0,0,0,0,0,0,0,0,0,0,0,0
"Apakah Anda jujur, percaya Allah SWT perintahkan penggal kafir adalah Tuhan, Pak Lukman?",1,0,0,1,1,0,0,0,0,0,1,0
"USER \xc2\xa6\xc2\xa6 Orang asing.\n\nOke itu dua kata :')""",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: kesel bat wa liat yg terlalu parnoan terus bikin video viral, ternyata dugaannya justru yg keliru.\n\nTipikal yg kalo nyebar h\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
"Semangat Terus Pak USER. ; Kantor Staf Presiden Harus Terdepan Publikasikan Semua Kegiatan Presiden Supaya Rakyat Tau Bahwa Presiden Kerja Keras Membangun Bangsa ini, kerja.. kerja.. kerja; USER USER; USER USER",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Kalo sekedar foto doang mah anak idiot kek lu gitu bisa \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,1,0,0,1,0,0
Chaser top Jogja mana aja NIH ? #gay #Grindr #growlr #gayboy #gaychaser #gayindo #GayIndonesia #lokalhot #gaylokal #gaytop #chubbyguy #gaybear #gaybottom #kontol #SANGE_AAAAAAAAAAH #gayjogja #gayasia #gayfitness #gayyogyakarta #gayasia',0,1,0,0,0,0,0,0,0,0,0,0
"Dari Rakyat biasa pada umumnya dan masih tetap bersahaja meski sdh jadi Presiden, kecuali semangat nya yg luar biasa untk Indonesia",0,0,0,0,0,0,0,0,0,0,0,0
RT USER DPR bubarkan saja gak ada gunanya utk bangsa. Pertahankan KPK,1,0,0,1,0,0,0,0,1,0,0,1
bener banget ke indahan alam budaya dan segala hal yg terkaitnya #JokowiSayangiPapua,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Dan hebat nya GK ada yg teriak antek cina,1,0,1,0,0,1,0,0,0,1,0,0
Warbiasak presiden USER ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Dudukan boleh DPR mantan menkominfo tp posting hoax hadehhh doa pak jokowi endut gagalpaham,1,0,1,0,0,0,0,0,1,1,0,0
Yesung adalah seorang Katholik',0,0,0,0,0,0,0,0,0,0,0,0
"Saya sudah wanti wanti supaya itu dokter tobat tetep aja ga bisa, ngapain pernah seorganisasi katolik sama saya kalau akhirnya ke Universitas Kristen?'",0,0,0,0,0,0,0,0,0,0,0,0
USER Gamau dia ga maho/?',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER .\nOnta mati klo kebanyakan Minum',1,0,0,1,0,0,0,0,1,0,1,0
"Presiden Boros dan Foya-Foya, Rakyat Menderita. ; ; Jokowi Presiden Pilihan Taipan ; ; Cc. USER USER ; ; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0
"Para pembajak agama ini intoleran dan reaktif, mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya. Tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya. ; Ya, mereka memang gunakan agama untuk mengejar tujuan2",1,0,0,1,1,0,0,0,0,0,1,0
lulusan S1 mrka panggil prof -&gt; USER ; Ketum partai mrka panggil presiden -&gt; USER ; Org gk bisa ngaji mrka panggil ustad -&gt; USER ; Sang pemborong kasus tersangka mereka panggil ulama -&gt; USER ; ; Ini namanya Du,1,0,0,1,0,0,0,0,1,0,1,0
Atas bujukan setan hasrat yang dijebak zaman',0,1,0,0,0,0,0,0,0,0,0,0
"""Orang yg berkata pada saudaranya, \'hai kafir\', maka ucapan itu bisa ditujukan pada org tersebut atau org yg mengucapkan"" - H.R. Muslim #bot'",0,0,0,0,0,0,0,0,0,0,0,0
USER Pasti harga akan naik...konsumsi turun tidak ideal lgi...ekonomi gak tumbuh...huuft,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER CEBONG rata2 sama GOBLOKnya dgn USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
"Moga Koalisi pak USER bs lebih bijak dlm menentukan siapa Bakal Calon Wakil Presiden mendampingi PS ke Pilpres 2019.; ; Saran saya tdk hrs dari partai koalisi, bisa dari tokoh lain yg lbh menjual dan memiliki nilai elektoral tinggi. Ayo saling Legowo;",0,0,0,0,0,0,0,0,0,0,0,0
"Kemaren beli ayam. Udah dipotong, tapi lama banget matinya tuh ayam. \nEh.. Masih kejet2, sama si tukang ayam langsung di rendam di air panas. Aku protes gak mau beli. Tp dia memelas. \nYa udah, aku bayar. Tapi aku buang ayamnya. Masak makan bangkai\n\nSYARIAH ISLAM HARGA MATI!'",0,0,0,0,0,0,0,0,0,0,0,0
USER jancuk kw zonk!!!!',0,1,0,0,0,0,0,0,0,0,0,0
"USER Begokkkkkk. Dasar otak onta, pikiran mesummm.. rakyat yg sdh kecekik ekonomi makin dicekik dg pajak semakin tinggi. Tp pemda DKI dan DPRD foya2 dgn duit pajak'",1,1,0,1,0,0,0,0,1,0,1,0
"hideyoshi, nobunaga, ieyashu. \nyang paling banyak diremehkan adalah hideyoshi. \ntapi dia yang bisa membuat burung ""bisu""pun bersuka bernyanyi untuknya.\n\nsemoga engkau paham, sayang.'",0,0,0,0,0,0,0,0,0,0,0,0
"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini,Â Sabtu (21/4) #SebaBaduy2018; ; Im",0,0,0,0,0,0,0,0,0,0,0,0
Memonopoli gula dengan alasan penyebaran distribusi. Kami bukan orang bodoh pak presiden. Jangan bunuh IKM krn ada 298M biaya fee lelang.,1,0,1,0,0,0,0,0,1,1,0,0
"Kalo dia butuh, baek nya kayak malaikat yg nempel kayak ulat jambu. Sekalinya gw yg butuh minggat kayak ga punya dosa... Brengsek banget kan?'",1,1,1,0,0,0,0,0,1,1,0,0
"USER Aku pawanf monyet, aku pawangnya dia monyetnya'",0,1,0,0,0,0,0,0,0,0,0,0
"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0,0,0,0,0,0,0,0,0,0,0,0
Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai,1,0,1,0,0,0,0,0,1,1,0,0
RT USER USER Ada yg aneh dgn bpk USER klo KPK di bubarkan yg OTT maling2 rakyat Siapa???,1,0,1,0,0,0,0,0,1,1,0,0
pltl sorry rl ada yg kristen mau masuk grup dm?',0,0,0,0,0,0,0,0,0,0,0,0
"#BeritaIslam : Rizal Ramli: Pasca Gubernur Baru, DKI Jakarta Lebih Sejuk dan Tenang",0,0,0,0,0,0,0,0,0,0,0,0
USER haha akun pler. Jangan culun berlindung dibalik akun fans club. \xf0\x9f\x98\x9d',1,1,1,0,0,0,0,0,1,1,0,0
panwaslu kec kota kediri menghimbau untuk mensukseskan pilkada diwilayah kota kediri:,0,0,0,0,0,0,0,0,0,0,0,0
Tapi apa aku tahu.. \nRamai hanya mampu bisu.. \nTak mahu buang malu.. \nTakut kepala tembus peluru..',0,0,0,0,0,0,0,0,0,0,0,0
Karna dia ga punya program hanya modal bacot doang,1,1,1,0,0,0,0,0,1,1,0,0
â??Fabi ayyi alaâ??i Rabbikuma tukazziban â?? ; Alhamdulilah Nikmat Tuhan Manalagi yg akan kalian Dustakan ð???ð??? #HaturNuhunJokowi #2019TetapJokowi,0,0,0,0,0,0,0,0,0,0,0,0
Ganyang PKI....!!! URL didepan gedung LBH JAKARTA URL URL,1,0,0,1,0,1,0,0,0,0,0,1
"Dia nge-fans berat tuh ama Justin Timberlake, Usher. Kalo yang dari korea dia suka DBSK, Suju, Shinhwa, n Kim Tae Hee'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER Pelabur asing dh sedar sejak awal lagi.\nHilang keyakinan dlm pentadbiran rejim #PHiraun.\n\nBr,0,0,0,0,0,0,0,0,0,0,0,0
USER iya juga ya pertanyaan bg USER ini. lantas kami menyebut org yg bkn beragama islam dgn sebutan apa? knp sebut non muslim gk terima. aneh2 aja rezim ini.. zaman pak beye dulu gk ada yg kek beginian. #TepokJidat. ya sdh la intinya #20,0,0,0,0,0,0,0,0,0,0,0,0
"Penyerapan dana desa pada tahun 2015 dan 2016 diprioritaskan untuk pembangunan infrastruktur. Di tahun 2017 ini, menurutnya penyerapan dana desa diprioritaskan untuk percepatan ekonomi desa. #Jokowi2Periode",0,0,0,0,0,0,0,0,0,0,0,0
"USER yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER basmi dulu punya lu, malah merhatiin org lain si onta :)'",1,1,1,0,0,0,0,0,1,1,0,0
Amin yaa Rabb,0,0,0,0,0,0,0,0,0,0,0,0
USER Emang loe siapa cebong ???',1,1,1,0,0,0,0,0,1,1,0,0
"Narasinya tetang kehidupan dia yg pernah dialami dan sedang dialami apa yg mau diharap dari calon pemimpin seperti ini. Lihat Gubernur Jabar USER tdk banyak narasi tapi kerja hasilnya luar biasa banyak penghargaan, bandara Kertajati diklaim org diam",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ini poltak bener2 manusia berwatak babi, jaman USER gencar bela sampai cocotnx itu monyong klo ngomong, skr USER di sanjung2 bak dewa. Skr sy tanya sm kau poltak babi, saat BBM naik tanpa penjelasan bahan pokok naik, TKI di pancung, kemana cocotmu'",1,1,1,0,0,0,0,0,1,1,0,0
"7. Terakhir, adakah tips untuk para #updaters tentang time management yg efektif sebagai mahasiswa? USER #KUchat",0,0,0,0,0,0,0,0,0,0,0,0
USER Saya juga heran dulu anda keliatan pintar tp sejak jd bani onta keliatan b*go nya',1,1,1,0,0,0,0,0,1,1,0,0
"USER 6. kandungan bahan alami (lidah buaya dll)\n7. tidak bersentuhan langsung dengan luka.\n\nAloClair juga telah dipercaya konsumen di 57 negara, jadi tidak diragukan lagi khasiatnya.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER \xe2\xa0\x80\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80 \xe3\x80\x8c Saya! Saya! Yang dulu bisu, kini sudah bisa bagi cuap-cuap! \xe3\x80\x8d'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Baca aja Mas, baca sebelah istri kali aja abis baca langsung eue.\n\nHE HE.'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Kegedean pipi apa emg matanya sipit yaaa hmm ...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
USER Cebong mana ngerti wkwkw',1,1,0,1,0,0,0,0,1,0,1,0
Jokowi yg harus mundur dari kursi presiden,1,0,1,0,0,0,0,0,1,1,0,0
Ganyang PKI DaruratPKI,1,0,0,1,0,1,0,0,0,0,0,1
Paparan Kapolres Bikin Kapolda Kepri Yakin Pilkada Tanjungpinang Aman dan Netral,0,0,0,0,0,0,0,0,0,0,0,0
"6. Presiden juga mengingatkan soal regulasi yang menghambat pelaksanaan berusaha, baik di Kementerian, di tingkat provinsi, di tingkat kabupaten, di tingkat kota. Presiden minta sekali lagi untuk dipangkas sebanyak-banyaknya dan disederhanakan.#ratas",0,0,0,0,0,0,0,0,0,0,0,0
"#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga,aamiin semoga tuhan setuju",1,1,0,1,0,0,0,0,1,0,1,0
"USER Aku sekolah negeri dari SD-SMA. Tapi, aku juga enggak pernah mengalami ditanya agamanya apa, karena, kan sudah ada datanya. Teman-teman Kristiani, Hindu, dan Budha pun mendapatkan pelajaran agama ketika kami yang Muslim sedang mapel agama Isl",0,0,0,0,0,0,0,0,0,0,0,0
Benarkah YM masuk lingkaran istana rezim sekarang ? ... Kalau memang benar musibah bagi umat islam ... Karena ternyata banyak penghianat demi urusan dunia',0,0,0,0,0,0,0,0,0,0,0,0
USER Namanya jg agama munafik...',1,1,1,0,1,0,0,0,0,1,0,0
USER Haduhhh haduhhh belajar gembel dari siapa',0,1,0,0,0,0,0,0,0,0,0,0
Insya Allah Presiden..aaamiinn,0,0,0,0,0,0,0,0,0,0,0,0
"Jangan terlalu banyak berharap, nanti bisa sarap'",0,1,0,0,0,0,0,0,0,0,0,0
Prancis vs Belgia di babak pertama masih 0 - 0.\n\nAda sedikit persamaan dg bani cebong..\n\nApaan tuh?\n\nBani cebong/kacung otaknya juga 0 (kosong)!\n\n^_^\n\n# WorldCup2018 \n#GantiPresiden2019',1,1,0,1,0,0,0,0,1,0,1,0
Buku Biografi Alfian Ibrahim Diluncurkan -,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Maklum Partai Komunis Sejahtera.',1,0,0,1,0,0,0,0,1,0,1,0
"trs kl ada bacot bacot di grup, kl dia udh ngomong, pasti pada setuju semua'",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Stw singaraja suka kontol URL,0,1,0,0,0,0,0,0,0,0,0,0
bodo amat mentab gua gak terselamatkan',0,1,0,0,0,0,0,0,0,0,0,0
"iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",1,1,0,1,0,1,0,0,0,0,1,0
"USER GUA MAU MANDI DULU BYE, MAU NABUNG JUGA DI JAMBAN'",0,0,0,0,0,0,0,0,0,0,0,0
"Ulama adalah mereka yg memiliki kedalaman ilmu, yg melihat dan menyikapi masyarakatnya dengan kasih sayang.; ; Mari muliakan mereka..",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER Kkkkkkkkkkkkkk; Bong200 koq sama sprti junjunganmu sdh dungu plonga plongo lagi....; #2019GantiPresiden,1,1,0,1,0,0,0,0,1,0,1,0
Yup... Negara ini sangat tak pantas dipimpin seorang yg tak faham mengelola Negara dgn benar lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
Pecun.kelas teri nih\xf0\x9f\x98\x80 URL,1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER USER USER ooh cuma"" gara"" beda pendapat langsung di pecat ya, kalau gtu rejim skarang anti kritik dong ,tdk mau ada masukan dari luar parlemen'",0,0,0,0,0,0,0,0,0,0,0,0
